name11|17.0941937794416|2023-07-05 10:34:56|ai
name6|17.0941937794416|2023-07-05 12:34:56|ai
name11|17.0941937794416|2023-07-05 12:34:56|di
name2|17.0941937794416|2023-07-05 12:34:56|ai
name10|17.0941937794416|2023-07-05 12:34:56|di
name11|17.0941937794416|2023-07-05 12:34:56|ai
name7|73.318575063403|2023-08-23 15:13:41|ai
name7|73.318575063403|2023-08-23 15:13:44|ai
name10|-74.3144825477394|2023-08-23 15:13:46|ai
name7|73.318575063403|2023-08-23 15:13:47|ai
name10|-83.8670567945424|2023-08-23 15:13:49|ai
name1|12.2169616735619|2023-08-23 15:35:48|di
name1|43.4666151197006|2023-08-23 15:35:53|di
name7|81.5473151772969|2023-08-23 15:36:03|ai
name4|45.0032996875249|2023-08-23 15:36:13|ai
name2|54.0114255780407|2023-08-23 15:36:24|di
name7|40.9265781012022|2023-08-23 15:36:29|ai
name7|83.7239057075809|2023-08-23 15:36:39|ai
name8|62.901203438128|2023-08-23 15:36:44|ai
name7|34.7484280191122|2023-08-23 16:02:18|ai
name8|68.0040968293343|2023-08-23 16:02:28|ai
name7|18.087516612414|2023-08-23 16:02:33|ai
name2|70.2051443281607|2023-08-23 16:02:38|di
name1|66.0987617429806|2023-08-23 16:02:43|di
name1|12.815128524236|2023-08-23 16:02:48|di
name7|19.3103854494683|2023-08-23 16:02:58|ai
name7|64.9361549340823|2023-08-23 16:03:13|ai
name7|99.2769246451915|2023-08-23 16:03:28|ai
name2|71.1946621961867|2023-08-23 16:03:33|di
name2|95.0827751099518|2023-08-23 16:03:38|di
name4|84.9073801445343|2023-08-23 16:03:43|ai
name1|86.790787836905|2023-08-23 16:03:48|di
name10|-93.3580426497202|2023-08-23 16:03:53|ai
name4|88.1547327377623|2023-08-23 16:04:03|ai
name7|28.0982241118784|2023-08-23 16:04:08|ai
name10|10.4528463267653|2023-08-23 16:04:28|ai
name1|54.6291124981964|2023-08-23 16:04:33|di
name7|73.2362225294282|2023-08-23 16:04:43|ai
name4|87.0398575985058|2023-08-23 16:04:48|ai
name8|43.2918214673604|2023-08-23 16:05:08|ai
name10|77.7145961456971|2023-08-23 16:05:13|ai
name10|-15.6434465040231|2023-08-23 16:05:33|ai
name4|19.635414616035|2023-08-23 16:05:44|ai
name8|98.4352279680014|2023-08-23 16:05:48|ai
name7|43.8508853147975|2023-08-23 16:05:53|ai
name2|27.8099144286522|2023-08-23 16:06:09|di
name2|97.2552186098207|2023-08-23 16:21:10|di
name8|68.6118963307756|2023-08-23 16:21:20|ai
name1|29.1108585144909|2023-08-23 16:21:30|di
name10|-25.8819045102521|2023-08-23 16:21:35|ai
name1|93.7105702207007|2023-08-23 16:21:55|di
name7|88.112388913572|2023-08-23 16:22:10|ai
name10|-25.8819045102521|2023-08-23 16:22:35|ai
name10|-50|2023-08-23 16:22:40|ai
name7|14.0327899363045|2023-08-23 16:22:50|ai
name7|69.0449673910835|2023-08-23 16:22:55|ai
name10|95.1056516295154|2023-08-23 16:23:06|ai
name7|77.4154791829248|2023-08-23 16:23:11|ai
name2|86.3506354933375|2023-08-23 16:23:16|di
name7|91.8884487831446|2023-08-23 16:23:26|ai
name2|79.1105336924598|2023-08-23 16:23:41|di
name10|-89.1006524188368|2023-08-23 16:23:51|ai
name10|-97.8147600733806|2023-08-23 16:23:56|ai
name2|49.3830539795491|2023-08-23 16:24:01|di
name1|14.8287798021123|2023-08-23 16:24:06|di
name10|83.8670567945424|2023-08-23 16:24:11|ai
name4|29.0793080251102|2023-08-23 16:24:16|ai
name1|61.9740227060272|2023-08-23 16:42:29|di
name4|65.8446755380578|2023-08-23 16:45:17|ai
name2|13.2881585477331|2023-08-23 16:45:27|di
name4|48.8213772833447|2023-08-23 16:45:32|ai
name7|88.3390262715235|2023-08-23 16:45:37|ai
name4|95.5328573265732|2023-08-23 16:45:42|ai
name1|31.4926277247689|2023-08-23 16:45:47|di
name7|93.4841694000569|2023-08-23 16:45:52|ai
name2|19.0040843044427|2023-08-23 16:45:58|di
name7|64.4813196754462|2023-08-23 16:46:08|ai
name1|78.2299288074625|2023-08-23 16:46:33|di
name2|93.6283192753924|2023-08-23 16:46:38|di
name4|37.7168948704921|2023-08-23 16:46:53|ai
name10|-91.3545457642601|2023-08-23 17:47:52|ai
name10|93.3580426497202|2023-08-23 17:48:07|ai
name2|1|2023-08-23 17:48:22|di
name1|0|2023-08-23 17:48:27|di
name7|27.5632856635206|2023-08-23 17:48:48|ai
name1|1|2023-08-23 17:48:52|di
name4|37.6683619514426|2023-08-23 17:48:58|ai
name7|41.2136271229077|2023-08-23 17:49:03|ai
name9|20.04949|2023-08-23 17:54:08|di
name8|21.5957882728408|2023-08-23 18:38:16|ai
name10|20.7911690817759|2023-08-23 18:38:26|ai
name4|30.2485365002642|2023-08-23 18:38:31|ai
name1|1|2023-08-23 18:41:45|di
name10|50|2023-08-23 18:41:50|ai
name10|62.9320391049837|2023-08-23 18:50:47|ai
name2|0|2023-08-23 18:50:52|di
name7|57.955489846857|2023-08-23 18:50:57|ai
name10|10.4528463267653|2023-08-23 18:51:02|ai
name4|54.1605466670173|2023-08-23 18:51:07|ai
name8|45.1715212339403|2023-08-23 18:51:12|ai
name10|77.7145961456971|2023-08-23 18:51:17|ai
name8|20.5431490580287|2023-08-23 18:51:22|ai
name10|93.3580426497202|2023-08-23 18:51:37|ai
name8|59.7130268624579|2023-08-23 18:51:42|ai
name4|56.739205343993|2023-08-23 18:51:47|ai
name4|69.4675148788223|2023-08-23 18:52:07|ai
name8|60.9606321067366|2023-08-23 18:52:12|ai
name2|1|2023-08-23 18:52:17|di
name2|1|2023-08-23 18:52:22|di
name4|37.5752969261144|2023-08-23 18:52:27|ai
name8|37.7591267869617|2023-08-23 18:52:32|ai
name4|37.1522720517368|2023-08-23 18:52:37|ai
name4|38.7054559768669|2023-08-23 18:52:42|ai
name10|40.67366430758|2023-08-23 18:52:52|ai
name7|38.7852413294768|2023-08-23 18:52:57|ai
name2|0|2023-08-23 18:53:07|di
name10|58.7785252292473|2023-08-23 18:53:12|ai
name8|44.1464769207623|2023-08-23 18:53:17|ai
name7|63.0088253612671|2023-08-23 18:53:22|ai
name10|80.9016994374947|2023-08-23 18:53:42|ai
name4|48.9328677341961|2023-08-23 18:53:47|ai
name7|60.8102548405576|2023-08-23 18:53:52|ai
name4|47.4418812745446|2023-08-23 18:53:57|ai
name8|75.3460338969464|2023-08-23 18:54:17|ai
name8|60.9836580329499|2023-08-23 18:54:32|ai
name10|93.3580426497202|2023-08-23 18:54:37|ai
name10|80.9016994374947|2023-08-23 18:54:42|ai
name11|46.892186923368|2023-08-23 18:54:52|ai
name8|30.6036786877567|2023-08-23 18:55:07|ai
name2|0|2023-08-23 18:55:12|di
name8|68.3101100327029|2023-08-23 18:55:17|ai
name8|53.4389124407614|2023-08-23 18:55:22|ai
name10|98.7688340595138|2023-08-23 18:55:27|ai
name7|34.0732269985942|2023-08-23 18:55:32|ai
name2|0|2023-08-23 18:55:37|di
name2|0|2023-08-23 18:55:42|di
name10|10.4528463267653|2023-08-23 18:56:02|ai
name7|67.6887204068195|2023-08-23 18:56:07|ai
name10|58.7785252292473|2023-08-23 18:56:12|ai
name10|91.3545457642601|2023-08-23 18:56:22|ai
name4|52.037039972859|2023-08-23 18:56:42|ai
name2|0|2023-08-23 18:56:47|di
name8|75.2161496017203|2023-08-23 18:56:52|ai
name2|0|2023-08-23 18:57:07|di
name10|58.7785252292473|2023-08-23 18:57:12|ai
name4|68.5725277515932|2023-08-23 18:57:17|ai
name4|69.1774840975075|2023-08-23 18:57:27|ai
name2|1|2023-08-23 18:57:42|di
name10|62.9320391049837|2023-08-23 18:57:47|ai
name10|15.6434465040231|2023-08-23 18:57:57|ai
name7|33.498643093509|2023-08-23 18:58:02|ai
name2|0|2023-08-23 18:58:07|di
name2|1|2023-08-23 18:58:27|di
name2|0|2023-08-23 18:58:37|di
name10|80.9016994374947|2023-08-23 18:58:42|ai
name3|1|2023-08-23 19:01:37|di
name6|1|2023-08-23 19:01:43|di
name9|0|2023-08-23 19:01:54|di
